score,at,content
1,2025 06 26 05 46 13,tiba tiba banget g bsa cod akun shopee gw pdhal udh bertahun tahun gw pake shopee dan g pernh membatalkan pesanan tpi g bsa cod jdi muak rasanya pengen gw unstal
4,2025 06 25 23 01 48,kenapa untuk vocher gratis ongkir cod menggunakan jasa reguler j t gak ada lagi
1,2025 06 25 22 20 42,tidak bisa mengunakan metode cod
5,2025 06 25 20 18 45,shopee cod cepat dan tepat
5,2025 06 25 18 47 03,masih minim cod nya
5,2025 06 25 17 13 19,saya lebih suka cod drdp tf krn bbrp x kurir salah alamat main lempar aja ke rmh ttngga
5,2025 06 25 15 25 09,aku jadi bisa cod barang dengan mudah pokoknyaa baguss dehhh
5,2025 06 25 15 24 56,mantap ada cod cek dulu
5,2025 06 25 15 03 19,mantap cod nya
5,2025 06 25 13 29 11,mash nyoba smga bsa cod
5,2025 06 25 12 49 07,shopee is the best klw bisa cod lebih banyak lagi
1,2025 06 25 12 42 03,knapa aku nga bisa cek out cod
3,2025 06 25 11 21 58,seharusnya pembayaran cod tidak dibatasi karena tidak semua orang punya shopee pay karena malas buat topupnya
5,2025 06 25 11 03 42,kurir kompeten tepat waktu konfirmasi pengiriman tagihan sesuai ramah aplikasi mudah digunakan bisa cod antisipasi kebohongan n kerusakan shopee kontrol pembatalan jika dari pihak penjual terlalu lama proses pengemasan ato no respon keren
1,2025 06 25 09 35 10,aplikasinya gajelas ga bisa cod bkin spaylater juga ga bisa padahl datanya udah valid
5,2025 06 25 04 41 57,sy sudah lama pakai app shopee sangat membantu dan memudahkan sy dlm berbelanja mohon tanya kenapa ya kok sekarang g bisa cod sy sudah cek semua toko tetap aja g bisa cod apa mungkin ada gangguan dg hp sy ya
1,2025 06 25 00 38 22,ga bisa cod
5,2025 06 24 22 00 25,shoppee salah satu platform yang baik dan terpercaya untuk cod
3,2025 06 24 21 34 58,tolong di perbaiki kembali untuk sistem cod di ubah tanpa mandang tempat atau wilayah
1,2025 06 24 21 15 34,katanya shopee cod tapi kebanyakan tf diluan maaf yaaa shopee takut kena tipu pembeli malas bukan shopee cod tapi shopee no cod namnya jgn nipu
5,2025 06 24 19 49 07,mengatasi masalah dgn cod dan s latter
5,2025 06 24 19 37 17,shopee memberi kemudahan dalam belanja tapi retur barang sekali itupun tidak sesuai seperti yg di live langsung cod di non aktif kan iya otomatis g belanja lagi itu yg saya alami di akun saya padahal sering sekali belanja yang join d shope itu rata pengin bisa cod karna sangat membantu tetapi kalau sudah di non aktifkan ia otomatis beralih ke aplikasi lain
2,2025 06 24 19 25 43,setiap kali log in ke pc selalu keluar code qr tolong di perhatikan
5,2025 06 24 19 21 50,codnya mantap
4,2025 06 24 19 00 08,akun baru ko susah cod yaa
5,2025 06 24 15 05 41,sangat membantu dengan ada nya layanan pembayaran cod cek dulu
1,2025 06 24 13 39 06,knp sekarang tidak bisa cod mmk
5,2025 06 24 12 44 48,sejauh ini bagus namun perhatikan juga pelanggan dalam haknya semisal barang tidak cocok dan di tolak akhirnya pelanggan kena sangsi tdk bs cod
3,2025 06 24 12 36 41,semuanya sudah bagus tapi ada sedikit bug kadang suka ngelag gitu dan saya juga ada saran tolong tambahin nomor kurir yang sedang mengirimkan pesanan ke rumah biar enak aja soalnya kadang ada kurir yang mau ke rumah tapi ngga nge chat dulu jadinya kalau saya ada paket cod an dan misalnya saya lagi keluar rumah ga ada orang dirumah saya ngga punya no kurirnya jadinya ribet soalnya uangnya di titipin ke tetangga biar kurirnya tau
2,2025 06 24 12 25 49,shope eror masa skrng gada yg bisa cod
5,2025 06 24 11 54 19,bgus tingkat kan lagi dlm vocer cod dll
5,2025 06 24 11 52 23,bisa cod
5,2025 06 24 11 26 57,lumayan bs cod
5,2025 06 24 11 01 36,belanja di sophee ok banget bisa cod nunggu pesanan datang bisa aktivitas lainya
1,2025 06 24 07 43 18,siapa pencipta aplikasi ini tolong sistem cod itu jangan di hapus
2,2025 06 24 01 23 00,aduhhhh kok sekarang ngk bisa pengiriman jnt kak sedangkan di daerah saya cuma ada jnt sma ninja express tolong dong kak usaha online saya jadi macet kayak gini karna pengiriman mana skrg shopee ngk bisa cod karna pengiriman nya susah tolong dong kembalikan shopee yg dulu bisa lewat jnt
5,2025 06 23 23 32 02,ya membantu bnget yg cod
4,2025 06 23 19 06 27,semoga kedepannya shopee kembali normal seperti kemarin bisa cod
5,2025 06 23 18 54 58,terpercaya semua produk mudah di cari didapatkan murah berkualitas bnyk diskon utk pembayaran semua sdh tersedia pengiriman paket cpt bisa cod tp terkadang onkirnya lbh mahal dr harga yg di tawarkan
5,2025 06 23 18 38 44,banyak fiktur nya ada cod buka dulu
5,2025 06 23 18 30 31,barang nya sllu ok dan bgs kalau cod cek dulu
5,2025 06 23 18 28 28,shopee cod mantapppp
5,2025 06 23 17 47 11,pengalaman belanja jadi simpel tinggal pilih langsung cod
5,2025 06 23 17 11 20,cod tepat waktu pesanan selalu sesuai pesanan
5,2025 06 23 13 55 10,shopee makin keren karena fitur cod cek dulu dan banyak voucher gratis ongkirnya
5,2025 06 23 13 52 10,pengiriman cepat dan bs cod
5,2025 06 23 13 13 44,di pertahankan untuk layanan dan cod cek dulu terima kasih
4,2025 06 23 13 07 10,sudah bertahun tahun pakai shopee untuk belanja dngn mudah namun sudah beberapa bulan tidak pakai shopee lagi karena sudah tidak bisa cod
5,2025 06 23 11 51 06,untuk kaum mageran bisa banget apk ini gak ribet bisa cod bisa bayar transfer langsung
5,2025 06 23 11 44 36,baru kali ini coba belanja d shoopy enak gampang dn lebih murce bs cod lagi shoopy
4,2025 06 23 09 45 51,bagusss sangat membantu ongkir murah dan bagusnya lagi ada cod cek dulu
5,2025 06 23 08 46 26,enak untuk cod
5,2025 06 22 22 31 07,bagus sangat membantu semua belanjaan jauh dibawah harga tok pd umumnya yg tapi kadang barang yg datang jg tdk sesuai spek dan gbr tp lebih banyak keuntungannya belanja pk shope cuma perlu jejeluan dan ketelitian saja ketika barang tiba kan bisa kita tolak klu tdk sesuai kita pk cod cek dulu mantaaf buat shope sukses selalu
4,2025 06 22 22 20 45,murcem sebenarnya minus nya ngga cod
3,2025 06 22 22 14 11,skrg ada masalah kok bisa bisanya sometimes gak bisa bayar cod padahal gak pernah tu setiap beli paket di return aku selalu bayar pas paket datang atau masalah yg berkaitan sehingga menyebabkan paket cod di batasi tu gak pernah pun dan untuk semua toko yaaa tetap gak bisa cod cod cek dulu
2,2025 06 22 21 44 39,tdk bisa cod
5,2025 06 22 20 02 42,jujur tepat waktu kalau gk ada kendala paket selalu tepat waktu kurir nya ramah ramah gk kasar dan sopan lah jadi penerima enak nerima barangnya kiriman nya juga aman barang selamat ke tempat tujuan lebih suka cod sih makanya suka banget sama shopee cod ketimbang onli kirim uang barang gk ada sama aja nipu kapok saya waktu dowload aplikasi belanja onlin lain minta transfer tapi barang gk nyampe nyampe plus admin nya gk bertanggung jawab gk balas keluhan saya shope cod paling top
5,2025 06 22 13 15 51,menarik shopee aplikasi belanja online yang gak ribet dan lengkap dari berbayar cod maupun digital
5,2025 06 22 10 16 59,sangat menarik mesan cod cuman
5,2025 06 22 09 31 52,cod aja lah
5,2025 06 22 06 30 52,harga bersaing banyak pilihan lebih murah dari toko offline yang paling saya suka adalah system pembayaran cod cek dulu barang disini lengkap barang yang mustahil dicari semua ada disini banyak diskon pada hari hari tertentu banyak ongkir gratis
5,2025 06 22 04 32 04,sangat bagus sekali dalam pembelian secara cod nya apa lagi cek sebelum pembayaran
5,2025 06 22 01 43 42,bagus pengiriman juga udh sistem cod
5,2025 06 21 19 42 15,bagus sih tapi gak bisa cod ke jawa timur sumenep kangaean apa emang di nonaktifkan ya cod kebagian jatim sumenep kangaean
5,2025 06 21 19 41 45,bisa cod cek dulu
4,2025 06 21 17 25 13,shopee emng murah cuma saya kecewa aja ketika opsi pengiriman utk jasa kirim seperti j t sama ninja malah d hapus karena cuma mereka yg selalu nyampe ke tempat tinggal ku untuk jasa lain yg d sediakan gk ada satu pun kurir yang mau antar jadi males mau pesan d shopee kurir nya pada gk bertanggung jawab padahal kalo gamau anterin tinggal cod di pertengahan aja tolong d perbaiki yaa untuk kendala pengantaranya kalo bisa tolong d aktifin lagi jasa j t sama ninja nya
5,2025 06 21 17 05 37,bisa cod
1,2025 06 21 16 54 30,shopee sekarang buruk dan rumit klo ingin order pilih pembayaran cod cek dulu coz ajukan pengembalian dana sekarang rumit
5,2025 06 21 14 59 12,sangat puas cuma sayang untuk cod di batasi perharinya klo bisa jangan di beri batasan karena kami ini membeli bukan meminta tolong di perhatikan karena aturan ini membuat shopee mungkin sulit berkembang atau para pembeli juga akan terhambat pembeliannya
1,2025 06 21 14 24 55,saya tidak memesan paket dishopee akun shopee saya juga terblokir dihp pun tidak ada aplikasinya tiba kurir shopee hubungi saya bahwa saya memesan paket cod dan alamatnya jauh sekali dari rumah saya tolong dicek
5,2025 06 21 14 22 22,kurir yg tidak mengantarkan barang cod kerumah kok konsumen yg disanksi tidak bisa cod no hp saya lengkap
5,2025 06 21 12 45 28,bagus apalagi bisa cod
3,2025 06 21 12 34 13,gj masa udh cod malah ga jdi di kirim kesel bgttt
1,2025 06 21 12 31 19,beri bintang aja dulu coalx daerah saya ngk bisa lagi cod sangat kecewa
1,2025 06 21 11 38 40,saya sangat kecewa terhadap kebijakan shoope di daerah saya sistem pembayaran cod di nonaktifkan gara kurirnya mengkorupsi pembayaran cod kok kami pengguna yg kena kosenkuensinya loginkanya di mana
1,2025 06 21 11 36 02,jeleeek produk jya beda di cod harga nya bedaaa
5,2025 06 21 09 05 36,bisa cod tepat waktu
5,2025 06 21 08 22 04,selalu sistem cod an tepat waktu kurir handal wilayah semua terbaik selalu semoga
2,2025 06 21 07 04 23,ke daerah sy sumatera selatan layanan cod dan cod cek dulu sdh tidak ada lagi tingkatkan lagi pelayanan yg memudahkan konsumen terutama layanan cod bukannya nya di hilangkan harusnya tambahin lgi promo
5,2025 06 21 06 05 19,alhamdulillah selama belanja d shopee dengan metode cod cek dulu semua barang yg aku beli sesuai
5,2025 06 20 20 36 06,tolong buka fitur cod
5,2025 06 20 19 43 57,mantap shope maunya bisa cod cek dulu
5,2025 06 20 19 25 04,cod cepat waktu
5,2025 06 20 19 03 08,puas dengan pelayanannya terima kasih tapi sayangnya sekarang ko g cod punya saya pada hal selama ini saya langganan cicilan gede terus mohon di perbaiki ya
1,2025 06 20 18 14 12,maaf sbelumnya saya itu gak suka sama shope karna pembayaran cod nya di non aktifkan
5,2025 06 20 17 53 36,bagus meski shopee ku sempat eror gak bisa cod mohon diperbaiki
5,2025 06 20 17 48 58,bagus bgt beli dishope bisa cod lagi kurir ramah juga pokoknya bagus dehh makasih shope
3,2025 06 20 16 05 56,kenapa ya setiap cod sellalu berubah ongkirnya jadi mahal padah dari barangnya sudah ada ongkir gikiran tiba di alamat ongkirnya jadi tambah setiap kurir yang ngirim kesini pasti nambahin ongkir
1,2025 06 20 14 17 26,dalam hal pengiriman sistem cod dan estimasi shopee spx skarang sudah sangat buruk kalo dulu sistem cod estimasi dan pengiriman masih bagus kalo sekarang sistem cod misalkan penerima barang gk ada di tempat dan meminta barang untuk di antar besok sudah tidak bisa katanya paket cod yg masuk hari ini gk bisa di antarkan lagi di hari berikut karena barang yg sudah masuk dan belum di terima hari itu juga akan langsung di retur dan di kembalikan ke penjual itu yg bikin aq uninstal aplikasi ini
5,2025 06 20 13 16 07,dengan adanya shopee belanja lebih mudah apalagi sekarang ada cod cek dlu
5,2025 06 20 11 43 07,mantap sekarang sudah ada cod cek dulu jadi lebih aman misal barang tidak sesuai deskripsi sama yang kita pesan ngga usah di bayar
5,2025 06 20 11 26 45,puaas bisa cod harga murah
5,2025 06 20 11 18 25,cod
2,2025 06 20 06 35 36,shoppe emang bagus belanja jadi mudah cuma keluhan ku kenapa setiap barang yang tidak sesuai lalu di kembalikan ke tokonya akun kita kena blok ga bisa cod padahal itu kesalahan tokonya sendiri
1,2025 06 20 03 27 36,gk bisa cod kecewa banget
1,2025 06 20 00 32 54,sangat buruk sekali dengan shoppe kurir shoppe terlalu banyak alasan beberapa kali saya pesan shope dengan metode cod malah saya yg harus nyamperin dia dengan alasan gak tau jalan ngapain jadi kurir kalo ga tau jalan lebih parah lagiii saya tidak pernah mengembalikan barang tapi kurir sendri yg mengembalikan barang ke toko kami yg menunggu nunggu barang datang tapi malah di kembalikan ini fitnah namanya makin gak jelas shoppe
1,2025 06 19 23 19 46,kenapa sekarang fitur cod cuma di spx aja ga bisa di ekspedisi lain soalnya didaerah saya spx ga ada jadi sepi toko saya
1,2025 06 19 23 12 24,aplikasi tdk jelas cod tdk bisaa
1,2025 06 19 22 04 49,knp ya smenjak pnya jasa kirim sndiri skrng pket lmaaaaa bngt smpe nya dlu sblm pke jasa kirim sndiri paket ku cpt smpe skrang lma bngt kya skrng paket ku gagal smpe rmh alasan ny alamat ku ga valid semacamnya lah pdhl biasanya pke alamat itu sblum pnya jasa kirim sndiri smpe aja tuh paket ku skrng paket ku di retur ke penjual lgi pdhl kan bkn cod tkt ny akun ku yg di blok sm penjual yg brng nya di retur ke dia klo pket cod selalu cepet aneh bngt tolong di perbaiki jasa kirim nya
1,2025 06 19 22 02 42,tolong perbaiki pengiriman apa mau cod pa transper samain ja jngn pilih kasih dan pengantar paket k pembeli jangan lama lama
1,2025 06 19 19 08 13,shoope sekarang jelek gak bisa cod
1,2025 06 19 18 50 57,jelek gak jangan ada yg di instal gak bagus plavon belanja online mas gak ada coduntuk beli ikan harus ya ada cod masa slepaleter mulu dah mending lazada atau tokopedia jangan instal gak cocok buat kamu
3,2025 06 19 18 30 41,masa alamat kalimantan timur berau gak bisa cod sih
5,2025 06 19 15 30 31,klo semua toko bisa cod lebih oke
2,2025 06 19 12 35 23,aplikasinya bagus tp hanya karena kiriman dikembalikan saja saya di blacklist cod padahal pengembalian itu krn saya sdh sakit dan dalam perawatan kenapa hanya pengembalian saja d backlist padahal saya lebih banyak belanja di shopee ya sudah gpp tidak pake shopee jg gpp kecewa dg layanan shopee
2,2025 06 19 11 32 13,kenapa yah aplikasi shopee sekarang sudah tidak bisa cod lagi
1,2025 06 19 11 00 53,aneh gk bisa cod
5,2025 06 19 10 21 18,bagus banyak cod nya
5,2025 06 19 10 19 15,biaya penanganan cod diluar ekspektasi mahallllll
3,2025 06 19 09 37 17,nggak bisa cod wilayah bagian saya
5,2025 06 19 09 25 01,aktifkan lg cod ku
2,2025 06 19 07 44 38,order barang di shopee sekarang lambat banget mentang cod jadi di lambatin gitu selalu selalu dan selalu nyangkut di jakarta utara xlo ngga cakung dc ngga jarang melewati estimasi barang sampai bahkan pernah ada barang yg bener ngga sampe bahkan ngasih aja rasanya berlebihan banget
5,2025 06 19 06 11 01,karna shopee sering memberi promo dan diskon sama bisak cod cek dulu
1,2025 06 19 05 52 48,saya mau masuk ke akun saya kembali tapi tidak bisa karena harus scan barcode sedangkan hp saya hanya satu kenapa sih tidak kirim kode atau link ke nomor saya yang sudah terdaftar di shopee
4,2025 06 18 21 48 27,mantap bisa cod
5,2025 06 18 18 06 46,sangat bagus belanja apa aja bisa cod
2,2025 06 18 17 59 55,sudah bbrpa kali ngalamin pesanan telah sampai dan tanda bukti dr kurirnya poto gak jelas gak sesuai kurirnya jg gada konfirmasi ke kita tp keterangan sudah diterima sedangkan kita belum terima barangnya mau hubungi kurir ga ada nomernya gini nih ribet kalo pesanan nya gak cod kurir seenaknya aja lebih enak kalo sudah proses pengantarannya itu tertera nomer kurirnya biar enak konfirmasi nya kalo ada kendala
1,2025 06 18 17 13 25,biasa suka cod di tiktok nyobain ke shopee eh malah ribet udh beberapakali pertipikasi gagal trs mau beli jga udh ribet apalgi mau ngutang udh saya hpus lagi aplikasinya ke hp jga ngheng
5,2025 06 18 16 24 14,baguss bgttt cod barang jadi lebih murah dari pada apk sebelah
1,2025 06 18 15 48 59,sudah tidak bisa cod
3,2025 06 18 15 45 51,tidak bisa cod kapan bisa cod
4,2025 06 18 13 12 30,saya ingin shope membuat saya bisa cod
5,2025 06 18 12 33 15,hampir semua jenis produk ada di dalam nya dari harga ter murah sampai ter mahal mohon di semua produk ada cod nya thanks before
1,2025 06 18 11 56 20,min saran nomer kurir seharusnya keliatan kaya dulu kalo biasa spx shopee adain seleksi karyawan deh muak bngt aku setiap paket selalu di kirim ke orang lain mana kurir nya yang ngater itu mulu yang salah buang deh kurir kaya gitu gak pernah konfirmasi buat tanya alamat kalo emang gak tau jadinya aku yang cari paket nya apalagi orang yang nerima selalu di paksa buat nerima tu paket kalo pas cod gak masalah aku tapi kalo tf trus paketnya gak ketemu gimana makanya liatin no kurir kaya dulu
5,2025 06 18 09 35 37,klo harga lumayan murah ok la tp yg paling gx suka mh sama kurir nya cod ataupun non cod tetep gx perna sampe rumah paling gx suka sama kurir nya slalu harus janjian sama di titipn kurir shopee sama kurir j t yg sekarang paling gx suka mh olo olo kurir th
5,2025 06 18 08 18 21,tidak bs cod
5,2025 06 18 07 21 49,di aku gak bisa cod
3,2025 06 17 22 08 24,punya sya karna ga bisa cod
5,2025 06 17 22 03 55,belanja di shopie memang menyenangkan tpi ada jga yg kurang memuaskan karna sistim pembayaranx ada yg ngk bsa cod
5,2025 06 17 19 09 12,nyaman belanja dan mudah tinggal klik apa yg di mau dan cocok tinggal tunggu lalu datang jangan lupa bayar kalo cod kasihan kurir
